Season,Half,Conference,Division,Team_ID,Team_Name,Playoffs,GP,W,L,OL,T,PTS,PTS_Pct,GF,GA,SRS,SOS,RPt_Pct,ROW,RW,RgRec,RgPt_Pct
1984,NA,Prince of Wales,Patrick,PHI,Philadelphia Flyers,TRUE,80,44,26,NA,10,98,0.613,350,290,0.68,-0.07,NA,NA,NA,NA,NA
1984,NA,Prince of Wales,Patrick,NYR,New York Rangers,TRUE,80,42,29,NA,9,93,0.581,314,304,0.1,-0.02,NA,NA,NA,NA,NA
1984,NA,Prince of Wales,Patrick,NJD,New Jersey Devils,FALSE,80,17,56,NA,7,41,0.256,231,350,-1.38,0.11,NA,NA,NA,NA,NA
1984,NA,Prince of Wales,Patrick,PIT,Pittsburgh Penguins,FALSE,80,16,58,NA,6,38,0.238,254,390,-1.57,0.13,NA,NA,NA,NA,NA
1985,NA,Clarence Campbell,Norris,STL,St. Louis Blues,TRUE,80,37,31,NA,12,86,0.538,299,288,-0.04,-0.18,NA,NA,NA,NA,NA
1985,NA,Clarence Campbell,Norris,CBH,Chicago Black Hawks,TRUE,80,38,35,NA,7,83,0.519,309,299,-0.05,-0.18,NA,NA,NA,NA,NA
1985,NA,Clarence Campbell,Norris,DET,Detroit Red Wings,TRUE,80,27,41,NA,12,66,0.413,313,357,-0.66,-0.11,NA,NA,NA,NA,NA
1985,NA,Clarence Campbell,Norris,MNS,Minnesota North Stars,TRUE,80,25,43,NA,12,62,0.388,268,321,-0.77,-0.1,NA,NA,NA,NA,NA
1985,NA,Clarence Campbell,Norris,TOR,Toronto Maple Leafs,FALSE,80,20,52,NA,8,48,0.3,253,358,-1.36,-0.04,NA,NA,NA,NA,NA
1985,NA,Clarence Campbell,Smythe,EDM,Edmonton Oilers,TRUE,80,49,20,NA,11,109,0.681,401,298,1.25,-0.04,NA,NA,NA,NA,NA
1985,NA,Clarence Campbell,Smythe,WIN,Winnipeg Jets,TRUE,80,43,27,NA,10,96,0.6,358,332,0.37,0.05,NA,NA,NA,NA,NA
1985,NA,Clarence Campbell,Smythe,CGY,Calgary Flames,TRUE,80,41,27,NA,12,94,0.588,363,302,0.77,0.01,NA,NA,NA,NA,NA
1985,NA,Clarence Campbell,Smythe,LAK,Los Angeles Kings,TRUE,80,34,32,NA,14,82,0.513,339,326,0.23,0.06,NA,NA,NA,NA,NA
1985,NA,Clarence Campbell,Smythe,VAN,Vancouver Canucks,FALSE,80,25,46,NA,9,59,0.369,284,401,-1.25,0.21,NA,NA,NA,NA,NA
1985,NA,Prince of Wales,Adams,MTL,Montreal Canadiens,TRUE,80,41,27,NA,12,94,0.588,309,262,0.64,0.05,NA,NA,NA,NA,NA
1985,NA,Prince of Wales,Adams,QUE,Quebec Nordiques,TRUE,80,41,30,NA,9,91,0.569,323,275,0.65,0.05,NA,NA,NA,NA,NA
1985,NA,Prince of Wales,Adams,BUF,Buffalo Sabres,TRUE,80,38,28,NA,14,90,0.563,290,237,0.71,0.04,NA,NA,NA,NA,NA
1985,NA,Prince of Wales,Adams,BOS,Boston Bruins,TRUE,80,36,34,NA,10,82,0.513,303,287,0.29,0.09,NA,NA,NA,NA,NA
1985,NA,Prince of Wales,Adams,HAR,Hartford Whalers,FALSE,80,30,41,NA,9,69,0.431,268,318,-0.47,0.16,NA,NA,NA,NA,NA
1985,NA,Prince of Wales,Patrick,PHI,Philadelphia Flyers,TRUE,80,53,20,NA,7,113,0.706,348,241,1.22,-0.12,NA,NA,NA,NA,NA
1985,NA,Prince of Wales,Patrick,WSH,Washington Capitals,TRUE,80,46,25,NA,9,101,0.631,322,240,0.93,-0.1,NA,NA,NA,NA,NA
1985,NA,Prince of Wales,Patrick,NYI,New York Islanders,TRUE,80,40,34,NA,6,86,0.538,345,312,0.37,-0.05,NA,NA,NA,NA,NA
1985,NA,Prince of Wales,Patrick,NYR,New York Rangers,TRUE,80,26,44,NA,10,62,0.388,295,345,-0.59,0.04,NA,NA,NA,NA,NA
1985,NA,Prince of Wales,Patrick,NJD,New Jersey Devils,FALSE,80,22,48,NA,10,54,0.338,264,346,-0.96,0.07,NA,NA,NA,NA,NA
1985,NA,Prince of Wales,Patrick,PIT,Pittsburgh Penguins,FALSE,80,24,51,NA,5,53,0.331,276,385,-1.27,0.1,NA,NA,NA,NA,NA
1986,NA,Clarence Campbell,Norris,CBH,Chicago Black Hawks,TRUE,80,39,33,NA,8,86,0.538,351,349,-0.15,-0.17,NA,NA,NA,NA,NA
1986,NA,Clarence Campbell,Norris,MNS,Minnesota North Stars,TRUE,80,38,33,NA,9,85,0.531,327,305,0.08,-0.2,NA,NA,NA,NA,NA
1986,NA,Clarence Campbell,Norris,STL,St. Louis Blues,TRUE,80,37,34,NA,9,83,0.519,302,291,-0.05,-0.18,NA,NA,NA,NA,NA
1986,NA,Clarence Campbell,Norris,TOR,Toronto Maple Leafs,TRUE,80,25,48,NA,7,57,0.356,311,386,-1.02,-0.09,NA,NA,NA,NA,NA
1986,NA,Clarence Campbell,Norris,DET,Detroit Red Wings,FALSE,80,17,57,NA,6,40,0.25,266,415,-1.86,0,NA,NA,NA,NA,NA
1986,NA,Clarence Campbell,Smythe,EDM,Edmonton Oilers,TRUE,80,56,17,NA,7,119,0.744,426,310,1.25,-0.2,NA,NA,NA,NA,NA
1986,NA,Clarence Campbell,Smythe,CGY,Calgary Flames,TRUE,80,40,31,NA,9,89,0.556,354,315,0.37,-0.12,NA,NA,NA,NA,NA
1986,NA,Clarence Campbell,Smythe,WIN,Winnipeg Jets,TRUE,80,26,47,NA,7,59,0.369,295,372,-0.95,0.02,NA,NA,NA,NA,NA
1986,NA,Clarence Campbell,Smythe,VAN,Vancouver Canucks,TRUE,80,23,44,NA,13,59,0.369,282,333,-0.65,-0.01,NA,NA,NA,NA,NA
1986,NA,Clarence Campbell,Smythe,LAK,Los Angeles Kings,FALSE,80,23,49,NA,8,54,0.338,284,389,-1.26,0.05,NA,NA,NA,NA,NA
1986,NA,Prince of Wales,Adams,QUE,Quebec Nordiques,TRUE,80,43,31,NA,6,92,0.575,330,289,0.6,0.09,NA,NA,NA,NA,NA
1986,NA,Prince of Wales,Adams,MTL,Montreal Canadiens,TRUE,80,40,33,NA,7,87,0.544,330,280,0.7,0.08,NA,NA,NA,NA,NA
1986,NA,Prince of Wales,Adams,BOS,Boston Bruins,TRUE,80,37,31,NA,12,86,0.538,311,288,0.4,0.11,NA,NA,NA,NA,NA
1986,NA,Prince of Wales,Adams,HAR,Hartford Whalers,TRUE,80,40,36,NA,4,84,0.525,332,302,0.48,0.1,NA,NA,NA,NA,NA
1986,NA,Prince of Wales,Adams,BUF,Buffalo Sabres,FALSE,80,37,37,NA,6,80,0.5,296,291,0.19,0.13,NA,NA,NA,NA,NA
1986,NA,Prince of Wales,Patrick,PHI,Philadelphia Flyers,TRUE,80,53,23,NA,4,110,0.688,335,241,1.17,-0.01,NA,NA,NA,NA,NA
1986,NA,Prince of Wales,Patrick,WSH,Washington Capitals,TRUE,80,50,23,NA,7,107,0.669,315,272,0.58,0.04,NA,NA,NA,NA,NA
1986,NA,Prince of Wales,Patrick,NYI,New York Islanders,TRUE,80,39,29,NA,12,90,0.563,327,284,0.58,0.04,NA,NA,NA,NA,NA
1986,NA,Prince of Wales,Patrick,NYR,New York Rangers,TRUE,80,36,38,NA,6,78,0.488,280,276,0.13,0.08,NA,NA,NA,NA,NA
1986,NA,Prince of Wales,Patrick,PIT,Pittsburgh Penguins,FALSE,80,34,38,NA,8,76,0.475,313,305,0.18,0.08,NA,NA,NA,NA,NA
1986,NA,Prince of Wales,Patrick,NJD,New Jersey Devils,FALSE,80,28,49,NA,3,59,0.369,300,374,-0.76,0.16,NA,NA,NA,NA,NA
1987,NA,Clarence Campbell,Norris,STL,St. Louis Blues,TRUE,80,32,33,NA,15,79,0.494,281,293,-0.22,-0.07,NA,NA,NA,NA,NA
1987,NA,Clarence Campbell,Norris,DET,Detroit Red Wings,TRUE,80,34,36,NA,10,78,0.488,260,274,-0.25,-0.07,NA,NA,NA,NA,NA
1987,NA,Clarence Campbell,Norris,CHI,Chicago Blackhawks,TRUE,80,29,37,NA,14,72,0.45,290,310,-0.32,-0.07,NA,NA,NA,NA,NA
1987,NA,Clarence Campbell,Norris,TOR,Toronto Maple Leafs,TRUE,80,32,42,NA,6,70,0.438,286,319,-0.46,-0.05,NA,NA,NA,NA,NA
1987,NA,Clarence Campbell,Norris,MNS,Minnesota North Stars,FALSE,80,30,40,NA,10,70,0.438,296,314,-0.29,-0.07,NA,NA,NA,NA,NA
1987,NA,Clarence Campbell,Smythe,EDM,Edmonton Oilers,TRUE,80,50,24,NA,6,106,0.663,372,284,1.06,-0.04,NA,NA,NA,NA,NA
1987,NA,Clarence Campbell,Smythe,CGY,Calgary Flames,TRUE,80,46,31,NA,3,95,0.594,318,289,0.39,0.03,NA,NA,NA,NA,NA
1987,NA,Clarence Campbell,Smythe,WIN,Winnipeg Jets,TRUE,80,40,32,NA,8,88,0.55,279,271,0.15,0.05,NA,NA,NA,NA,NA
1987,NA,Clarence Campbell,Smythe,LAK,Los Angeles Kings,TRUE,80,31,41,NA,8,70,0.438,318,341,-0.2,0.09,NA,NA,NA,NA,NA
1987,NA,Clarence Campbell,Smythe,VAN,Vancouver Canucks,FALSE,80,29,43,NA,8,66,0.413,282,314,-0.3,0.1,NA,NA,NA,NA,NA
1987,NA,Prince of Wales,Adams,HAR,Hartford Whalers,TRUE,80,43,30,NA,7,93,0.581,287,270,0.23,0.02,NA,NA,NA,NA,NA
1987,NA,Prince of Wales,Adams,MTL,Montreal Canadiens,TRUE,80,41,29,NA,10,92,0.575,277,241,0.45,0,NA,NA,NA,NA,NA
1987,NA,Prince of Wales,Adams,BOS,Boston Bruins,TRUE,80,39,34,NA,7,85,0.531,301,276,0.32,0.01,NA,NA,NA,NA,NA
1987,NA,Prince of Wales,Adams,QUE,Quebec Nordiques,TRUE,80,31,39,NA,10,72,0.45,267,276,-0.07,0.05,NA,NA,NA,NA,NA
1987,NA,Prince of Wales,Adams,BUF,Buffalo Sabres,FALSE,80,28,44,NA,8,64,0.4,280,308,-0.28,0.07,NA,NA,NA,NA,NA
1987,NA,Prince of Wales,Patrick,PHI,Philadelphia Flyers,TRUE,80,46,26,NA,8,100,0.625,310,245,0.74,-0.08,NA,NA,NA,NA,NA
1987,NA,Prince of Wales,Patrick,WSH,Washington Capitals,TRUE,80,38,32,NA,10,86,0.538,285,278,0.07,-0.02,NA,NA,NA,NA,NA
1987,NA,Prince of Wales,Patrick,NYI,New York Islanders,TRUE,80,35,33,NA,12,82,0.513,279,281,-0.03,-0.01,NA,NA,NA,NA,NA
1987,NA,Prince of Wales,Patrick,NYR,New York Rangers,TRUE,80,34,38,NA,8,76,0.475,307,323,-0.19,0.01,NA,NA,NA,NA,NA
1987,NA,Prince of Wales,Patrick,PIT,Pittsburgh Penguins,FALSE,80,30,38,NA,12,72,0.45,297,290,0.07,-0.02,NA,NA,NA,NA,NA
1987,NA,Prince of Wales,Patrick,NJD,New Jersey Devils,FALSE,80,29,45,NA,6,64,0.4,293,368,-0.87,0.07,NA,NA,NA,NA,NA
1988,NA,Clarence Campbell,Norris,DET,Detroit Red Wings,TRUE,80,41,28,NA,11,93,0.581,322,269,0.44,-0.23,NA,NA,NA,NA,NA
1988,NA,Clarence Campbell,Norris,STL,St. Louis Blues,TRUE,80,34,38,NA,8,76,0.475,278,294,-0.35,-0.15,NA,NA,NA,NA,NA
1988,NA,Clarence Campbell,Norris,CHI,Chicago Blackhawks,TRUE,80,30,41,NA,9,69,0.431,284,328,-0.67,-0.12,NA,NA,NA,NA,NA
1988,NA,Clarence Campbell,Norris,TOR,Toronto Maple Leafs,TRUE,80,21,49,NA,10,52,0.325,273,345,-0.99,-0.09,NA,NA,NA,NA,NA
1988,NA,Clarence Campbell,Norris,MNS,Minnesota North Stars,FALSE,80,19,48,NA,13,51,0.319,242,349,-1.38,-0.05,NA,NA,NA,NA,NA
1988,NA,Clarence Campbell,Smythe,CGY,Calgary Flames,TRUE,80,48,23,NA,9,105,0.656,397,305,1.1,-0.05,NA,NA,NA,NA,NA
1988,NA,Clarence Campbell,Smythe,EDM,Edmonton Oilers,TRUE,80,44,25,NA,11,99,0.619,363,288,0.91,-0.03,NA,NA,NA,NA,NA
1988,NA,Clarence Campbell,Smythe,WIN,Winnipeg Jets,TRUE,80,33,36,NA,11,77,0.481,292,310,-0.15,0.08,NA,NA,NA,NA,NA
1988,NA,Clarence Campbell,Smythe,LAK,Los Angeles Kings,TRUE,80,30,42,NA,8,68,0.425,318,359,-0.41,0.1,NA,NA,NA,NA,NA
1988,NA,Clarence Campbell,Smythe,VAN,Vancouver Canucks,FALSE,80,25,46,NA,9,59,0.369,272,320,-0.49,0.11,NA,NA,NA,NA,NA
1988,NA,Prince of Wales,Adams,MTL,Montreal Canadiens,TRUE,80,45,22,NA,13,103,0.644,298,238,0.71,-0.04,NA,NA,NA,NA,NA
1988,NA,Prince of Wales,Adams,BOS,Boston Bruins,TRUE,80,44,30,NA,6,94,0.588,300,251,0.59,-0.03,NA,NA,NA,NA,NA
1988,NA,Prince of Wales,Adams,BUF,Buffalo Sabres,TRUE,80,37,32,NA,11,85,0.531,283,305,-0.22,0.06,NA,NA,NA,NA,NA
1988,NA,Prince of Wales,Adams,HAR,Hartford Whalers,TRUE,80,35,38,NA,7,77,0.481,249,267,-0.17,0.05,NA,NA,NA,NA,NA
1988,NA,Prince of Wales,Adams,QUE,Quebec Nordiques,FALSE,80,32,43,NA,5,69,0.431,271,306,-0.37,0.07,NA,NA,NA,NA,NA
1988,NA,Prince of Wales,Patrick,NYI,New York Islanders,TRUE,80,39,31,NA,10,88,0.55,308,267,0.54,0.03,NA,NA,NA,NA,NA
1988,NA,Prince of Wales,Patrick,PHI,Philadelphia Flyers,TRUE,80,38,33,NA,9,85,0.531,292,292,0.07,0.07,NA,NA,NA,NA,NA
1988,NA,Prince of Wales,Patrick,WSH,Washington Capitals,TRUE,80,38,33,NA,9,85,0.531,281,249,0.44,0.04,NA,NA,NA,NA,NA
1988,NA,Prince of Wales,Patrick,NJD,New Jersey Devils,TRUE,80,38,36,NA,6,82,0.513,295,296,0.06,0.07,NA,NA,NA,NA,NA
1988,NA,Prince of Wales,Patrick,NYR,New York Rangers,FALSE,80,36,34,NA,10,82,0.513,300,283,0.26,0.05,NA,NA,NA,NA,NA
1988,NA,Prince of Wales,Patrick,PIT,Pittsburgh Penguins,FALSE,80,36,35,NA,9,81,0.506,319,316,0.1,0.06,NA,NA,NA,NA,NA
1989,NA,Clarence Campbell,Norris,DET,Detroit Red Wings,TRUE,80,34,34,NA,12,80,0.5,313,316,-0.17,-0.14,NA,NA,NA,NA,NA
1989,NA,Clarence Campbell,Norris,STL,St. Louis Blues,TRUE,80,33,35,NA,12,78,0.488,275,285,-0.25,-0.13,NA,NA,NA,NA,NA
1989,NA,Clarence Campbell,Norris,MNS,Minnesota North Stars,TRUE,80,27,37,NA,16,70,0.438,258,278,-0.37,-0.12,NA,NA,NA,NA,NA
1989,NA,Clarence Campbell,Norris,CHI,Chicago Blackhawks,TRUE,80,27,41,NA,12,66,0.413,297,335,-0.57,-0.1,NA,NA,NA,NA,NA
1989,NA,Clarence Campbell,Norris,TOR,Toronto Maple Leafs,FALSE,80,28,46,NA,6,62,0.388,259,342,-1.08,-0.05,NA,NA,NA,NA,NA
1989,NA,Clarence Campbell,Smythe,CGY,Calgary Flames,TRUE,80,54,17,NA,9,117,0.731,354,226,1.57,-0.03,NA,NA,NA,NA,NA
1989,NA,Clarence Campbell,Smythe,LAK,Los Angeles Kings,TRUE,80,42,31,NA,7,91,0.569,376,335,0.58,0.07,NA,NA,NA,NA,NA
1989,NA,Clarence Campbell,Smythe,EDM,Edmonton Oilers,TRUE,80,38,34,NA,8,84,0.525,325,306,0.33,0.1,NA,NA,NA,NA,NA
1989,NA,Clarence Campbell,Smythe,VAN,Vancouver Canucks,TRUE,80,33,39,NA,8,74,0.463,251,253,0.1,0.12,NA,NA,NA,NA,NA
1989,NA,Clarence Campbell,Smythe,WIN,Winnipeg Jets,FALSE,80,26,42,NA,12,64,0.4,300,355,-0.51,0.18,NA,NA,NA,NA,NA
1989,NA,Prince of Wales,Adams,MTL,Montreal Canadiens,TRUE,80,53,18,NA,9,115,0.719,315,218,1.16,-0.06,NA,NA,NA,NA,NA
1989,NA,Prince of Wales,Adams,BOS,Boston Bruins,TRUE,80,37,29,NA,14,88,0.55,289,256,0.43,0.02,NA,NA,NA,NA,NA
1989,NA,Prince of Wales,Adams,BUF,Buffalo Sabres,TRUE,80,38,35,NA,7,83,0.519,291,299,-0.04,0.06,NA,NA,NA,NA,NA
1989,NA,Prince of Wales,Adams,HAR,Hartford Whalers,TRUE,80,37,38,NA,5,79,0.494,299,290,0.16,0.04,NA,NA,NA,NA,NA
1989,NA,Prince of Wales,Adams,QUE,Quebec Nordiques,FALSE,80,27,46,NA,7,61,0.381,269,342,-0.78,0.14,NA,NA,NA,NA,NA
1989,NA,Prince of Wales,Patrick,WSH,Washington Capitals,TRUE,80,41,29,NA,10,92,0.575,305,259,0.5,-0.07,NA,NA,NA,NA,NA
1989,NA,Prince of Wales,Patrick,PIT,Pittsburgh Penguins,TRUE,80,40,33,NA,7,87,0.544,347,349,-0.05,-0.02,NA,NA,NA,NA,NA
1989,NA,Prince of Wales,Patrick,NYR,New York Rangers,TRUE,80,37,35,NA,8,82,0.513,310,307,0.01,-0.03,NA,NA,NA,NA,NA
1989,NA,Prince of Wales,Patrick,PHI,Philadelphia Flyers,TRUE,80,36,36,NA,8,80,0.5,307,285,0.23,-0.05,NA,NA,NA,NA,NA
1989,NA,Prince of Wales,Patrick,NJD,New Jersey Devils,FALSE,80,27,41,NA,12,66,0.413,281,325,-0.53,0.02,NA,NA,NA,NA,NA
1989,NA,Prince of Wales,Patrick,NYI,New York Islanders,FALSE,80,28,47,NA,5,61,0.381,265,325,-0.72,0.04,NA,NA,NA,NA,NA
1990,NA,Clarence Campbell,Norris,CHI,Chicago Blackhawks,TRUE,80,41,33,NA,6,88,0.55,316,294,0.23,-0.05,NA,NA,NA,NA,NA
1990,NA,Clarence Campbell,Norris,STL,St. Louis Blues,TRUE,80,37,34,NA,9,83,0.519,295,279,0.16,-0.04,NA,NA,NA,NA,NA
1990,NA,Clarence Campbell,Norris,TOR,Toronto Maple Leafs,TRUE,80,38,38,NA,4,80,0.5,337,358,-0.26,0,NA,NA,NA,NA,NA
1990,NA,Clarence Campbell,Norris,MNS,Minnesota North Stars,TRUE,80,36,40,NA,4,76,0.475,284,291,-0.1,-0.02,NA,NA,NA,NA,NA
1990,NA,Clarence Campbell,Norris,DET,Detroit Red Wings,FALSE,80,28,38,NA,14,70,0.438,288,323,-0.42,0.02,NA,NA,NA,NA,NA
1990,NA,Clarence Campbell,Smythe,CGY,Calgary Flames,TRUE,80,42,23,NA,15,99,0.619,348,265,1,-0.04,NA,NA,NA,NA,NA
1990,NA,Clarence Campbell,Smythe,EDM,Edmonton Oilers,TRUE,80,38,28,NA,14,90,0.563,315,283,0.42,0.02,NA,NA,NA,NA,NA
1990,NA,Clarence Campbell,Smythe,WIN,Winnipeg Jets,TRUE,80,37,32,NA,11,85,0.531,298,290,0.15,0.05,NA,NA,NA,NA,NA
1990,NA,Clarence Campbell,Smythe,LAK,Los Angeles Kings,TRUE,80,34,39,NA,7,75,0.469,338,337,0.07,0.06,NA,NA,NA,NA,NA
1990,NA,Clarence Campbell,Smythe,VAN,Vancouver Canucks,FALSE,80,25,41,NA,14,64,0.4,245,306,-0.64,0.13,NA,NA,NA,NA,NA
1990,NA,Prince of Wales,Adams,BOS,Boston Bruins,TRUE,80,46,25,NA,9,101,0.631,289,232,0.64,-0.08,NA,NA,NA,NA,NA
1990,NA,Prince of Wales,Adams,BUF,Buffalo Sabres,TRUE,80,45,27,NA,8,98,0.613,286,248,0.42,-0.05,NA,NA,NA,NA,NA
1990,NA,Prince of Wales,Adams,MTL,Montreal Canadiens,TRUE,80,41,28,NA,11,93,0.581,288,234,0.6,-0.07,NA,NA,NA,NA,NA
1990,NA,Prince of Wales,Adams,HAR,Hartford Whalers,TRUE,80,38,33,NA,9,85,0.531,275,268,0.07,-0.02,NA,NA,NA,NA,NA
1990,NA,Prince of Wales,Adams,QUE,Quebec Nordiques,FALSE,80,12,61,NA,7,31,0.194,240,407,-1.91,0.18,NA,NA,NA,NA,NA
1990,NA,Prince of Wales,Patrick,NYR,New York Rangers,TRUE,80,36,31,NA,13,85,0.531,279,267,0.12,-0.03,NA,NA,NA,NA,NA
1990,NA,Prince of Wales,Patrick,NJD,New Jersey Devils,TRUE,80,37,34,NA,9,83,0.519,295,288,0.06,-0.03,NA,NA,NA,NA,NA
1990,NA,Prince of Wales,Patrick,WSH,Washington Capitals,TRUE,80,36,38,NA,6,78,0.488,284,275,0.08,-0.03,NA,NA,NA,NA,NA
1990,NA,Prince of Wales,Patrick,NYI,New York Islanders,TRUE,80,31,38,NA,11,73,0.456,281,288,-0.1,-0.01,NA,NA,NA,NA,NA
1990,NA,Prince of Wales,Patrick,PIT,Pittsburgh Penguins,FALSE,80,32,40,NA,8,72,0.45,318,359,-0.49,0.02,NA,NA,NA,NA,NA
1990,NA,Prince of Wales,Patrick,PHI,Philadelphia Flyers,FALSE,80,30,39,NA,11,71,0.444,290,297,-0.1,-0.01,NA,NA,NA,NA,NA
1991,NA,Clarence Campbell,Norris,CHI,Chicago Blackhawks,TRUE,80,49,23,NA,8,106,0.663,284,211,0.85,-0.06,NA,NA,NA,NA,NA
1991,NA,Clarence Campbell,Norris,STL,St. Louis Blues,TRUE,80,47,22,NA,11,105,0.656,310,250,0.7,-0.05,NA,NA,NA,NA,NA
1991,NA,Clarence Campbell,Norris,DET,Detroit Red Wings,TRUE,80,34,38,NA,8,76,0.475,273,298,-0.27,0.05,NA,NA,NA,NA,NA
1991,NA,Clarence Campbell,Norris,MNS,Minnesota North Stars,TRUE,80,27,39,NA,14,68,0.425,256,266,-0.1,0.03,NA,NA,NA,NA,NA
1991,NA,Clarence Campbell,Norris,TOR,Toronto Maple Leafs,FALSE,80,23,46,NA,11,57,0.356,241,318,-0.86,0.11,NA,NA,NA,NA,NA
1991,NA,Clarence Campbell,Smythe,LAK,Los Angeles Kings,TRUE,80,46,24,NA,10,102,0.638,340,254,1.04,-0.04,NA,NA,NA,NA,NA
1991,NA,Clarence Campbell,Smythe,CGY,Calgary Flames,TRUE,80,46,26,NA,8,100,0.625,344,263,0.98,-0.03,NA,NA,NA,NA,NA
1991,NA,Clarence Campbell,Smythe,EDM,Edmonton Oilers,TRUE,80,37,37,NA,6,80,0.5,272,272,0.06,0.06,NA,NA,NA,NA,NA
1991,NA,Clarence Campbell,Smythe,VAN,Vancouver Canucks,TRUE,80,28,43,NA,9,65,0.406,243,315,-0.76,0.14,NA,NA,NA,NA,NA
1991,NA,Clarence Campbell,Smythe,WIN,Winnipeg Jets,FALSE,80,26,43,NA,11,63,0.394,260,288,-0.26,0.09,NA,NA,NA,NA,NA
1991,NA,Prince of Wales,Adams,BOS,Boston Bruins,TRUE,80,44,24,NA,12,100,0.625,299,264,0.32,-0.12,NA,NA,NA,NA,NA
1991,NA,Prince of Wales,Adams,MTL,Montreal Canadiens,TRUE,80,39,30,NA,11,89,0.556,273,249,0.2,-0.1,NA,NA,NA,NA,NA
1991,NA,Prince of Wales,Adams,BUF,Buffalo Sabres,TRUE,80,31,30,NA,19,81,0.506,292,278,0.08,-0.09,NA,NA,NA,NA,NA
1991,NA,Prince of Wales,Adams,HAR,Hartford Whalers,TRUE,80,31,38,NA,11,73,0.456,238,276,-0.51,-0.03,NA,NA,NA,NA,NA
1991,NA,Prince of Wales,Adams,QUE,Quebec Nordiques,FALSE,80,16,50,NA,14,46,0.288,236,354,-1.42,0.06,NA,NA,NA,NA,NA
1991,NA,Prince of Wales,Patrick,PIT,Pittsburgh Penguins,TRUE,80,41,33,NA,6,88,0.55,342,305,0.42,-0.04,NA,NA,NA,NA,NA
1991,NA,Prince of Wales,Patrick,NYR,New York Rangers,TRUE,80,36,31,NA,13,85,0.531,297,265,0.36,-0.04,NA,NA,NA,NA,NA
1991,NA,Prince of Wales,Patrick,WSH,Washington Capitals,TRUE,80,37,36,NA,7,81,0.506,258,258,0,0,NA,NA,NA,NA,NA
1991,NA,Prince of Wales,Patrick,NJD,New Jersey Devils,TRUE,80,32,33,NA,15,79,0.494,272,264,0.09,-0.01,NA,NA,NA,NA,NA
1991,NA,Prince of Wales,Patrick,PHI,Philadelphia Flyers,FALSE,80,33,37,NA,10,76,0.475,252,267,-0.18,0.01,NA,NA,NA,NA,NA
1991,NA,Prince of Wales,Patrick,NYI,New York Islanders,FALSE,80,25,45,NA,10,60,0.375,223,290,-0.77,0.06,NA,NA,NA,NA,NA
1992,NA,Clarence Campbell,Norris,DET,Detroit Red Wings,TRUE,80,43,25,NA,12,98,0.613,320,256,0.74,-0.06,NA,NA,NA,NA,NA
1992,NA,Clarence Campbell,Norris,CHI,Chicago Blackhawks,TRUE,80,36,29,NA,15,87,0.544,257,236,0.22,-0.04,NA,NA,NA,NA,NA
1992,NA,Clarence Campbell,Norris,STL,St. Louis Blues,TRUE,80,36,33,NA,11,83,0.519,279,266,0.16,-0.01,NA,NA,NA,NA,NA
1992,NA,Clarence Campbell,Norris,MNS,Minnesota North Stars,TRUE,80,32,42,NA,6,70,0.438,246,278,-0.37,0.04,NA,NA,NA,NA,NA
1992,NA,Clarence Campbell,Norris,TOR,Toronto Maple Leafs,FALSE,80,30,43,NA,7,67,0.419,234,294,-0.68,0.07,NA,NA,NA,NA,NA
1992,NA,Clarence Campbell,Smythe,VAN,Vancouver Canucks,TRUE,80,42,26,NA,12,96,0.6,285,250,0.31,-0.13,NA,NA,NA,NA,NA
1992,NA,Clarence Campbell,Smythe,LAK,Los Angeles Kings,TRUE,80,35,31,NA,14,84,0.525,287,296,-0.19,-0.08,NA,NA,NA,NA,NA
1992,NA,Clarence Campbell,Smythe,EDM,Edmonton Oilers,TRUE,80,36,34,NA,10,82,0.513,295,297,-0.12,-0.1,NA,NA,NA,NA,NA
1992,NA,Clarence Campbell,Smythe,WIN,Winnipeg Jets,TRUE,80,33,32,NA,15,81,0.506,251,244,-0.02,-0.11,NA,NA,NA,NA,NA
1992,NA,Clarence Campbell,Smythe,CGY,Calgary Flames,FALSE,80,31,37,NA,12,74,0.463,296,305,-0.19,-0.08,NA,NA,NA,NA,NA
1992,NA,Clarence Campbell,Smythe,SJS,San Jose Sharks,FALSE,80,17,58,NA,5,39,0.244,219,359,-1.72,0.03,NA,NA,NA,NA,NA
1992,NA,Prince of Wales,Adams,MTL,Montreal Canadiens,TRUE,80,41,28,NA,11,93,0.581,267,207,0.64,-0.12,NA,NA,NA,NA,NA
1992,NA,Prince of Wales,Adams,BOS,Boston Bruins,TRUE,80,36,32,NA,12,84,0.525,270,275,-0.09,-0.03,NA,NA,NA,NA,NA
1992,NA,Prince of Wales,Adams,BUF,Buffalo Sabres,TRUE,80,31,37,NA,12,74,0.463,289,299,-0.16,-0.03,NA,NA,NA,NA,NA
1992,NA,Prince of Wales,Adams,HAR,Hartford Whalers,TRUE,80,26,41,NA,13,65,0.406,247,283,-0.45,0,NA,NA,NA,NA,NA
1992,NA,Prince of Wales,Adams,QUE,Quebec Nordiques,FALSE,80,20,48,NA,12,52,0.325,255,318,-0.76,0.03,NA,NA,NA,NA,NA
1992,NA,Prince of Wales,Patrick,NYR,New York Rangers,TRUE,80,50,25,NA,5,105,0.656,321,246,1.02,0.08,NA,NA,NA,NA,NA
